subject_id,T2_1 Set scale (0.5 cm): pixel_length,T2_1 Set scale (0.5 cm): x1,T2_1 Set scale (0.5 cm): x2,T2_1 Set scale (0.5 cm): y1,T2_1 Set scale (0.5 cm): y2,T2_1 Tegula length: length cm,T2_1 Tegula length: pixel_length,T2_1 Tegula length: x1,T2_1 Tegula length: x2,T2_1 Tegula length: y1,T2_1 Tegula length: y2,T3_1 Were you able to measure the bee?,genus,catalogNumber,scientificName,specificEpithet,originalFilename,subspecificEpithet
75817459,154.0,1899,2053,594,595,0.35,107.3,1850,1957,1265,1257,Yes,Hesperapis,EMEC1326120,Hesperapis carinata,carinata,EMEC1326120 Hesperapis carinata.jpg,
75817460,220.74,1858,2060,718,807,0.25,112.07,1847,1959,1268,1272,Yes,Hesperapis,EMEC1326121,Hesperapis carinata,carinata,EMEC1326121 Hesperapis carinata.jpg,
75817461,248.0,1959,2207,602,603,0.16,78.64,2034,2112,1362,1372,Yes,Hesperapis,EMEC1326122,Hesperapis carinata,carinata,EMEC1326122 Hesperapis carinata.jpg,
75817462,251.0,1853,2104,618,618,0.26,129.19,1827,1956,1325,1318,Yes,Hesperapis,EMEC1326123,Hesperapis carinata,carinata,EMEC1326123 Hesperapis carinata.jpg,
75817463,249.01,1853,2102,599,597,0.21,105.12,1808,1911,1292,1271,Yes,Hesperapis,EMEC1326124,Hesperapis carinata,carinata,EMEC1326124 Hesperapis carinata.jpg,
75817464,282.04,2182,2464,652,647,0.07,37.34,2372,2367,1207,1244,No,Hesperapis,EMEC1326125,Hesperapis fuchsi,fuchsi,EMEC1326125 Hesperapis fuchsi.jpg,
75817465,247.1,2209,2456,612,605,0.03,14.76,2367,2374,1189,1202,No,Hesperapis,EMEC1326126,Hesperapis fuchsi,fuchsi,EMEC1326126 Hesperapis fuchsi.jpg,
75817466,243.0,2197,2440,457,456,0.17,84.1,2370,2374,1253,1169,Yes,Hesperapis,EMEC1326127,Hesperapis fuchsi,fuchsi,EMEC1326127 Hesperapis fuchsi.jpg,
75817467,247.01,2200,2447,465,463,0.11,52.47,2311,2304,1246,1298,Yes,Hesperapis,EMEC1326128,Hesperapis fuchsi,fuchsi,EMEC1326128 Hesperapis fuchsi.jpg,
75817468,276.03,2247,2523,595,591,0.12,66.13,2391,2368,1144,1206,Yes,Hesperapis,EMEC1326129,Hesperapis fuchsi,fuchsi,EMEC1326129 Hesperapis fuchsi.jpg,
75817469,241.0,2198,2439,466,465,0.1,46.01,2330,2329,1211,1165,Yes,Hesperapis,EMEC1326130,Hesperapis fuchsi,fuchsi,EMEC1326130 Hesperapis fuchsi.jpg,
75817470,149.01,2245,2394,402,400,0.17,50.04,2332,2334,1249,1199,Yes,Hesperapis,EMEC1326131,Hesperapis fuchsi,fuchsi,EMEC1326131 Hesperapis fuchsi.jpg,
75817471,281.64,2218,2499,803,784,0.17,97.49,2419,2436,1199,1295,Yes,Hesperapis,EMEC1326132,Hesperapis fuchsi,fuchsi,EMEC1326132 Hesperapis fuchsi.jpg,
75817472,247.0,2200,2447,464,464,0.02,10.05,2372,2371,1235,1225,Yes,Hesperapis,EMEC1326133,Hesperapis fuchsi,fuchsi,EMEC1326133 Hesperapis fuchsi.jpg,
75817473,246.03,2197,2443,468,464,0.02,11.31,2335,2327,1140,1132,No,Hesperapis,EMEC1326134,Hesperapis fuchsi,fuchsi,EMEC1326134 Hesperapis fuchsi.jpg,
75817474,242.0,2346,2588,470,469,0.03,12.65,2356,2344,1257,1253,Yes,Hesperapis,EMEC1326135,Hesperapis fuchsi,fuchsi,EMEC1326135 Hesperapis fuchsi.jpg,
75817475,245.02,2198,2443,469,466,0.1,49.01,2372,2371,1261,1212,Yes,Hesperapis,EMEC1326136,Hesperapis fuchsi,fuchsi,EMEC1326136 Hesperapis fuchsi.jpg,
75817476,268.01,2147,2415,557,555,0.08,43.1,2354,2357,1192,1235,Yes,Hesperapis,EMEC1326137,Hesperapis fuchsi,fuchsi,EMEC1326137 Hesperapis fuchsi.jpg,
75817477,248.01,2200,2448,471,469,0.05,25.32,2328,2332,1214,1239,Yes,Hesperapis,EMEC1326138,Hesperapis fuchsi,fuchsi,EMEC1326138 Hesperapis fuchsi.jpg,
75817478,266.02,2193,2459,468,465,0.16,87.05,2313,2310,1174,1261,Yes,Hesperapis,EMEC1326139,Hesperapis fuchsi,fuchsi,EMEC1326139 Hesperapis fuchsi.jpg,
75817479,147.0,2228,2375,459,458,0.07,19.92,2371,2377,1236,1217,Yes,Hesperapis,EMEC1326140,Hesperapis fuchsi,fuchsi,EMEC1326140 Hesperapis fuchsi.jpg,
75817480,244.02,2446,2690,448,445,0.09,44.18,2294,2290,1220,1176,Yes,Hesperapis,EMEC1326141,Hesperapis fuchsi,fuchsi,EMEC1326141 Hesperapis fuchsi.jpg,
75817481,246.0,2204,2450,462,462,0.15,74.46,2295,2364,1160,1188,Yes,Hesperapis,EMEC1326142,Hesperapis fuchsi,fuchsi,EMEC1326142 Hesperapis fuchsi.jpg,
75817482,245.0,2203,2448,465,464,0.16,76.79,2304,2293,1209,1133,Yes,Hesperapis,EMEC1326143,Hesperapis fuchsi,fuchsi,EMEC1326143 Hesperapis fuchsi.jpg,
75817483,193.01,2159,2352,499,497,0.14,54.15,2299,2303,1174,1120,No,Hesperapis,EMEC1326144,Hesperapis fuchsi,fuchsi,EMEC1326144 Hesperapis fuchsi.jpg,
75817484,152.01,2252,2404,451,449,0.18,56.08,2396,2399,1135,1191,Yes,Hesperapis,EMEC1326145,Hesperapis fuchsi,fuchsi,EMEC1326145 Hesperapis fuchsi.jpg,
75817485,243.01,2206,2449,448,446,0.04,19.1,2344,2346,1151,1170,Yes,Hesperapis,EMEC1326146,Hesperapis fuchsi,fuchsi,EMEC1326146 Hesperapis fuchsi.jpg,
75817486,170.01,2276,2446,460,458,0.16,54.04,2413,2415,1067,1121,Yes,Hesperapis,EMEC1326147,Hesperapis fuchsi,fuchsi,EMEC1326147 Hesperapis fuchsi.jpg,
75817487,239.02,2815,3054,466,463,0.06,29.61,2365,2371,1188,1159,No,Hesperapis,EMEC1326148,Hesperapis fuchsi,fuchsi,EMEC1326148 Hesperapis fuchsi.jpg,
75817488,149.0,2221,2370,468,467,0.06,18.97,2380,2374,1120,1138,Yes,Hesperapis,EMEC1326149,Hesperapis fuchsi,fuchsi,EMEC1326149 Hesperapis fuchsi.jpg,
75817489,209.4,2242,2451,618,631,0.02,7.07,2357,2350,1204,1205,Yes,Hesperapis,EMEC1326150,Hesperapis fuchsi,fuchsi,EMEC1326150 Hesperapis fuchsi.jpg,
75817490,240.0,2223,2463,473,472,0.08,40.11,2257,2254,1317,1277,No,Hesperapis,EMEC1326151,Hesperapis fuchsi,fuchsi,EMEC1326151 Hesperapis fuchsi.jpg,
75817491,254.0,2212,2466,629,628,0.03,14.76,2314,2307,1241,1228,No,Hesperapis,EMEC1326152,Hesperapis fuchsi,fuchsi,EMEC1326152 Hesperapis fuchsi.jpg,
75817492,243.0,2226,2469,455,455,0.06,29.43,2358,2363,1186,1157,Yes,Hesperapis,EMEC1326153,Hesperapis fuchsi,fuchsi,EMEC1326153 Hesperapis fuchsi.jpg,
75817493,259.02,2220,2479,606,609,0.05,24.02,2334,2333,1170,1194,Yes,Hesperapis,EMEC1326154,Hesperapis fuchsi,fuchsi,EMEC1326154 Hesperapis fuchsi.jpg,
75817494,148.0,2222,2370,464,464,0.18,53.01,2348,2347,1272,1219,Yes,Hesperapis,EMEC1326155,Hesperapis fuchsi,fuchsi,EMEC1326155 Hesperapis fuchsi.jpg,
75817495,239.01,2177,2416,468,466,0.01,4.24,2337,2340,1197,1194,Yes,Hesperapis,EMEC1326156,Hesperapis fuchsi,fuchsi,EMEC1326156 Hesperapis fuchsi.jpg,
75817496,149.0,2275,2424,473,472,0.13,38.01,2305,2306,1260,1222,No,Hesperapis,EMEC1326157,Hesperapis fuchsi,fuchsi,EMEC1326157 Hesperapis fuchsi.jpg,
75817497,247.0,2221,2468,465,464,0.01,4.47,2316,2314,1129,1125,Yes,Hesperapis,EMEC1326158,Hesperapis fuchsi,fuchsi,EMEC1326158 Hesperapis fuchsi.jpg,
75817498,248.0,2224,2472,472,471,0.09,45.01,2310,2309,1282,1237,Yes,Hesperapis,EMEC1326159,Hesperapis fuchsi,fuchsi,EMEC1326159 Hesperapis fuchsi.jpg,
75817499,267.02,2221,2488,606,603,0.0,2.0,2341,2341,1180,1178,Yes,Hesperapis,EMEC1326160,Hesperapis fuchsi,fuchsi,EMEC1326160 Hesperapis fuchsi.jpg,
75817500,160.0,2266,2426,594,595,0.23,73.5,2319,2380,1198,1239,No,Hesperapis,EMEC1326161,Hesperapis fuchsi,fuchsi,EMEC1326161 Hesperapis fuchsi.jpg,
75817501,244.01,2223,2467,461,459,0.05,26.0,2396,2396,1104,1130,Yes,Hesperapis,EMEC1326162,Hesperapis fuchsi,fuchsi,EMEC1326162 Hesperapis fuchsi.jpg,
75817502,149.0,2270,2419,464,464,0.2,60.01,2323,2324,1220,1160,Yes,Hesperapis,EMEC1326163,Hesperapis fuchsi,fuchsi,EMEC1326163 Hesperapis fuchsi.jpg,
75817503,242.0,2223,2465,470,469,0.03,14.32,2343,2346,1242,1256,Yes,Hesperapis,EMEC1326164,Hesperapis fuchsi,fuchsi,EMEC1326164 Hesperapis fuchsi.jpg,
75817504,148.0,2268,2416,478,478,0.07,20.62,2345,2337,1190,1171,No,Hesperapis,EMEC1326165,Hesperapis fuchsi,fuchsi,EMEC1326165 Hesperapis fuchsi.jpg,
75817505,246.01,2171,2417,472,470,0.06,31.95,2393,2404,1509,1539,Yes,Hesperapis,EMEC1326166,Hesperapis fuchsi,fuchsi,EMEC1326166 Hesperapis fuchsi.jpg,
75817506,255.0,2219,2474,458,457,0.09,48.04,2352,2354,1101,1149,Yes,Hesperapis,EMEC1326167,Hesperapis fuchsi,fuchsi,EMEC1326167 Hesperapis fuchsi.jpg,
75817507,292.0,2124,2416,412,411,0.07,39.92,2308,2345,1240,1255,No,Hesperapis,EMEC1326168,Hesperapis fuchsi,fuchsi,EMEC1326168 Hesperapis fuchsi.jpg,
75817508,246.0,2226,2472,465,464,0.02,9.85,2314,2310,1246,1237,Yes,Hesperapis,EMEC1326169,Hesperapis fuchsi,fuchsi,EMEC1326169 Hesperapis fuchsi.jpg,
75817509,246.0,2220,2466,477,476,0.07,33.14,2290,2293,1175,1142,No,Hesperapis,EMEC1326170,Hesperapis fuchsi,fuchsi,EMEC1326170 Hesperapis fuchsi.jpg,
75817510,146.0,2223,2369,477,477,0.06,17.12,2308,2310,1227,1244,Yes,Hesperapis,EMEC1326171,Hesperapis fuchsi,fuchsi,EMEC1326171 Hesperapis fuchsi.jpg,
75817511,153.0,2273,2426,458,457,0.03,10.2,2309,2299,1224,1222,Yes,Hesperapis,EMEC1326172,Hesperapis fuchsi,fuchsi,EMEC1326172 Hesperapis fuchsi.jpg,
75817512,244.0,2172,2416,475,474,0.0,2.24,2345,2346,1195,1197,Yes,Hesperapis,EMEC1326173,Hesperapis fuchsi,fuchsi,EMEC1326173 Hesperapis fuchsi.jpg,
75817513,52.0,2318,2370,465,465,0.04,4.47,2359,2361,1175,1171,Yes,Hesperapis,EMEC1326174,Hesperapis fuchsi,fuchsi,EMEC1326174 Hesperapis fuchsi.jpg,
75817514,245.0,2175,2420,478,478,0.09,43.19,2288,2284,1265,1222,Yes,Hesperapis,EMEC1326175,Hesperapis fuchsi,fuchsi,EMEC1326175 Hesperapis fuchsi.jpg,
75817515,146.0,2320,2466,450,451,0.07,19.24,2388,2391,1155,1174,Yes,Hesperapis,EMEC1326176,Hesperapis fuchsi,fuchsi,EMEC1326176 Hesperapis fuchsi.jpg,
75817516,198.15,2298,2490,619,668,0.25,98.79,2300,2392,1331,1367,Yes,Hesperapis,EMEC1326177,Hesperapis fuchsi,fuchsi,EMEC1326177 Hesperapis fuchsi.jpg,
75817517,242.0,2225,2467,484,483,0.02,7.81,2418,2413,1178,1172,Yes,Hesperapis,EMEC1326178,Hesperapis fuchsi,fuchsi,EMEC1326178 Hesperapis fuchsi.jpg,
75817518,148.0,2226,2374,455,455,0.05,15.13,2301,2303,1131,1146,Yes,Hesperapis,EMEC1326179,Hesperapis fuchsi,fuchsi,EMEC1326179 Hesperapis fuchsi.jpg,
75817519,260.19,2172,2432,598,608,0.11,57.08,2326,2323,1127,1184,Yes,Hesperapis,EMEC1326180,Hesperapis fuchsi,fuchsi,EMEC1326180 Hesperapis fuchsi.jpg,
75817520,240.02,2171,2411,467,464,0.12,59.14,2332,2328,1201,1260,Yes,Hesperapis,EMEC1326181,Hesperapis fuchsi,fuchsi,EMEC1326181 Hesperapis fuchsi.jpg,
75817521,243.01,2220,2463,480,478,0.03,17.0,2394,2394,1200,1183,Yes,Hesperapis,EMEC1326182,Hesperapis fuchsi,fuchsi,EMEC1326182 Hesperapis fuchsi.jpg,
75817522,332.06,2306,2627,886,801,0.32,214.59,2632,2775,1513,1353,Yes,Hesperapis,EMEC1326183,Hesperapis fuchsi,fuchsi,EMEC1326183 Hesperapis fuchsi.jpg,
75817523,243.0,2172,2415,469,469,0.04,19.1,2364,2362,1210,1191,Yes,Hesperapis,EMEC1326184,Hesperapis fuchsi,fuchsi,EMEC1326184 Hesperapis fuchsi.jpg,
75817524,245.01,2223,2468,475,473,0.14,69.12,2300,2296,1201,1270,Yes,Hesperapis,EMEC1326185,Hesperapis fuchsi,fuchsi,EMEC1326185 Hesperapis fuchsi.jpg,
75817525,243.0,2223,2466,466,465,0.1,47.68,2353,2361,1186,1233,Yes,Hesperapis,EMEC1326186,Hesperapis fuchsi,fuchsi,EMEC1326186 Hesperapis fuchsi.jpg,
75817526,245.01,2211,2456,476,474,0.03,13.6,2355,2359,1229,1216,Yes,Hesperapis,EMEC1326187,Hesperapis fuchsi,fuchsi,EMEC1326187 Hesperapis fuchsi.jpg,
75817527,249.02,2219,2468,467,464,0.06,29.07,2329,2331,1225,1254,Yes,Hesperapis,EMEC1326188,Hesperapis fuchsi,fuchsi,EMEC1326188 Hesperapis fuchsi.jpg,
75817528,246.01,2214,2460,465,463,0.06,29.02,2339,2340,1237,1266,Yes,Hesperapis,EMEC1326189,Hesperapis fuchsi,fuchsi,EMEC1326189 Hesperapis fuchsi.jpg,
75817529,151.0,2259,2410,489,488,0.38,116.02,2363,2361,1168,1284,Yes,Hesperapis,EMEC1326190,Hesperapis fuchsi,fuchsi,EMEC1326190 Hesperapis fuchsi.jpg,
75817530,245.0,2162,2407,476,475,0.07,33.0,2378,2378,1180,1213,Yes,Hesperapis,EMEC1326191,Hesperapis fuchsi,fuchsi,EMEC1326191 Hesperapis fuchsi.jpg,
75817531,245.0,2361,2606,440,439,0.11,56.22,2438,2433,1258,1202,Yes,Hesperapis,EMEC1326192,Hesperapis fuchsi,fuchsi,EMEC1326192 Hesperapis fuchsi.jpg,
75817532,246.0,2210,2456,445,446,0.05,23.41,2284,2292,1241,1219,No,Hesperapis,EMEC1326193,Hesperapis fuchsi,fuchsi,EMEC1326193 Hesperapis fuchsi.jpg,
75817533,243.0,2164,2407,403,402,0.12,58.22,2296,2301,1285,1227,Yes,Hesperapis,EMEC1326194,Hesperapis fuchsi,fuchsi,EMEC1326194 Hesperapis fuchsi.jpg,
75817534,283.01,2203,2486,631,633,0.12,68.95,2341,2318,1173,1238,Yes,Hesperapis,EMEC1326195,Hesperapis fuchsi,fuchsi,EMEC1326195 Hesperapis fuchsi.jpg,
75817535,245.0,2213,2458,476,475,0.04,20.02,2328,2327,1246,1226,Yes,Hesperapis,EMEC1326196,Hesperapis fuchsi,fuchsi,EMEC1326196 Hesperapis fuchsi.jpg,
75817536,247.02,2216,2463,468,465,0.08,41.77,2308,2349,1224,1232,Yes,Hesperapis,EMEC1326197,Hesperapis fuchsi,fuchsi,EMEC1326197 Hesperapis fuchsi.jpg,
75817537,247.0,2117,2364,423,422,0.12,61.03,2383,2385,1193,1254,Yes,Hesperapis,EMEC1326198,Hesperapis fuchsi,fuchsi,EMEC1326198 Hesperapis fuchsi.jpg,
75817538,145.0,2263,2408,479,478,0.09,25.02,2295,2296,1132,1157,Yes,Hesperapis,EMEC1326199,Hesperapis fuchsi,fuchsi,EMEC1326199 Hesperapis fuchsi.jpg,
75817539,244.0,2246,2490,448,448,0.05,22.85,2315,2306,1273,1252,Yes,Hesperapis,EMEC1326200,Hesperapis fuchsi,fuchsi,EMEC1326200 Hesperapis fuchsi.jpg,
75817540,243.01,2267,2510,432,434,0.14,68.26,2339,2345,1186,1254,Yes,Hesperapis,EMEC1326201,Hesperapis fuchsi,fuchsi,EMEC1326201 Hesperapis fuchsi.jpg,
75817541,239.0,2220,2459,470,469,0.04,19.31,2319,2326,1161,1179,Yes,Hesperapis,EMEC1326202,Hesperapis fuchsi,fuchsi,EMEC1326202 Hesperapis fuchsi.jpg,
75817542,244.0,2225,2469,490,489,0.09,43.0,2370,2370,1212,1169,Yes,Hesperapis,EMEC1326203,Hesperapis fuchsi,fuchsi,EMEC1326203 Hesperapis fuchsi.jpg,
75817543,292.28,2264,2462,582,367,0.35,206.12,2360,2367,1220,1014,Yes,Hesperapis,EMEC1326204,Hesperapis fuchsi,fuchsi,EMEC1326204 Hesperapis fuchsi.jpg,
75817544,148.0,2263,2411,457,457,0.23,69.12,2335,2339,1216,1285,Yes,Hesperapis,EMEC1326205,Hesperapis fuchsi,fuchsi,EMEC1326205 Hesperapis fuchsi.jpg,
75817545,310.1,2176,2486,667,659,0.15,91.09,2381,2385,1179,1270,Yes,Hesperapis,EMEC1326206,Hesperapis fuchsi,fuchsi,EMEC1326206 Hesperapis fuchsi.jpg,
75817546,150.01,2217,2367,474,472,0.11,32.02,2337,2338,1200,1232,Yes,Hesperapis,EMEC1326207,Hesperapis fuchsi,fuchsi,EMEC1326207 Hesperapis fuchsi.jpg,
75817547,191.0,2267,2458,477,477,0.05,17.26,2366,2363,1225,1208,Yes,Hesperapis,EMEC1326208,Hesperapis fuchsi,fuchsi,EMEC1326208 Hesperapis fuchsi.jpg,
75817548,243.01,2173,2416,453,451,0.06,28.07,2380,2382,1152,1180,Yes,Hesperapis,EMEC1326209,Hesperapis fuchsi,fuchsi,EMEC1326209 Hesperapis fuchsi.jpg,
75817549,244.0,2230,2474,463,462,0.13,61.4,2353,2360,1228,1289,Yes,Hesperapis,EMEC1326210,Hesperapis fuchsi,fuchsi,EMEC1326210 Hesperapis fuchsi.jpg,
75817550,149.01,2315,2464,455,457,0.11,32.02,2328,2329,1260,1228,No,Hesperapis,EMEC1326211,Hesperapis fuchsi,fuchsi,EMEC1326211 Hesperapis fuchsi.jpg,
75817551,240.0,2174,2414,464,464,0.01,3.16,2258,2257,1264,1261,Yes,Hesperapis,EMEC1326212,Hesperapis fuchsi,fuchsi,EMEC1326212 Hesperapis fuchsi.jpg,
75817552,167.01,2254,2421,634,632,0.19,64.07,2320,2323,1153,1217,Yes,Hesperapis,EMEC1326213,Hesperapis fuchsi,fuchsi,EMEC1326213 Hesperapis fuchsi.jpg,
75817553,246.0,2214,2460,466,466,0.02,11.05,2393,2392,1200,1189,Yes,Hesperapis,EMEC1326214,Hesperapis fuchsi,fuchsi,EMEC1326214 Hesperapis fuchsi.jpg,
75817554,143.0,1992,2135,581,581,0.09,26.17,1935,1932,1398,1424,Yes,Hesperapis,EMEC1326215,Hesperapis fuchsi,fuchsi,EMEC1326215 Hesperapis fuchsi.jpg,
75817555,254.0,1987,2241,590,589,0.01,5.39,1982,1984,1372,1367,No,Hesperapis,EMEC1326216,Hesperapis fuchsi,fuchsi,EMEC1326216 Hesperapis fuchsi.jpg,
75817556,245.0,1989,2234,598,598,0.03,17.03,2076,2075,1401,1384,Yes,Hesperapis,EMEC1326217,Hesperapis fuchsi,fuchsi,EMEC1326217 Hesperapis fuchsi.jpg,
75817557,152.0,2039,2191,609,610,0.07,20.4,1994,1998,1363,1383,No,Hesperapis,EMEC1326218,Hesperapis fuchsi,fuchsi,EMEC1326218 Hesperapis fuchsi.jpg,
75817558,251.0,1987,2238,583,582,0.05,27.07,2082,2080,1424,1451,Yes,Hesperapis,EMEC1326219,Hesperapis fuchsi,fuchsi,EMEC1326219 Hesperapis fuchsi.jpg,
75817559,152.0,2034,2186,614,614,0.3,90.61,1963,1980,1431,1342,Yes,Hesperapis,EMEC1326220,Hesperapis fuchsi,fuchsi,EMEC1326220 Hesperapis fuchsi.jpg,
75817560,243.01,1988,2231,612,614,0.14,66.71,2025,2010,1437,1372,Yes,Hesperapis,EMEC1326221,Hesperapis fuchsi,fuchsi,EMEC1326221 Hesperapis fuchsi.jpg,
75817561,143.01,1999,2142,750,752,0.23,66.04,1924,1959,1432,1376,No,Hesperapis,EMEC1326222,Hesperapis fuchsi,fuchsi,EMEC1326222 Hesperapis fuchsi.jpg,
75817562,220.91,1860,2051,845,956,0.18,80.66,1971,2030,1204,1259,Yes,Hesperapis,EMEC1326223,Hesperapis fuchsi,fuchsi,EMEC1326223 Hesperapis fuchsi.jpg,
75817563,147.0,2037,2184,606,607,0.12,36.01,1985,1984,1430,1394,No,Hesperapis,EMEC1326224,Hesperapis fuchsi,fuchsi,EMEC1326224 Hesperapis fuchsi.jpg,
75817564,253.01,1976,2229,605,607,0.08,41.44,2017,2011,1413,1372,No,Hesperapis,EMEC1326225,Hesperapis fuchsi,fuchsi,EMEC1326225 Hesperapis fuchsi.jpg,
75817565,153.01,2024,2177,607,609,0.32,96.52,2009,2019,1444,1348,No,Hesperapis,EMEC1326226,Hesperapis fuchsi,fuchsi,EMEC1326226 Hesperapis fuchsi.jpg,
75817566,246.0,1990,2236,599,598,0.1,47.68,2023,2015,1402,1355,No,Hesperapis,EMEC1326227,Hesperapis fuchsi,fuchsi,EMEC1326227 Hesperapis fuchsi.jpg,
75817567,142.0,2031,2173,615,614,0.03,8.6,1997,2002,1398,1391,No,Hesperapis,EMEC1326228,Hesperapis fuchsi,fuchsi,EMEC1326228 Hesperapis fuchsi.jpg,
75817568,342.49,1944,2268,830,719,0.21,146.93,1960,2095,1422,1480,No,Hesperapis,EMEC1326229,Hesperapis fuchsi,fuchsi,EMEC1326229 Hesperapis fuchsi.jpg,
75817569,148.0,2039,2187,608,608,0.16,46.04,1985,1987,1434,1388,No,Hesperapis,EMEC1326230,Hesperapis fuchsi,fuchsi,EMEC1326230 Hesperapis fuchsi.jpg,
75817570,251.0,1985,2236,593,593,0.01,6.32,2057,2063,1417,1419,No,Hesperapis,EMEC1326231,Hesperapis fuchsi,fuchsi,EMEC1326231 Hesperapis fuchsi.jpg,
75817571,253.01,1986,2239,603,605,0.04,20.22,2043,2040,1433,1413,Yes,Hesperapis,EMEC1326232,Hesperapis fuchsi,fuchsi,EMEC1326232 Hesperapis fuchsi.jpg,
75817572,244.0,1986,2230,601,600,0.03,12.53,2001,2007,1404,1415,Yes,Hesperapis,EMEC1326233,Hesperapis fuchsi,fuchsi,EMEC1326233 Hesperapis fuchsi.jpg,
75817573,246.0,1988,2234,595,594,0.02,12.08,2031,2026,1386,1375,Yes,Hesperapis,EMEC1326234,Hesperapis fuchsi,fuchsi,EMEC1326234 Hesperapis fuchsi.jpg,
75817574,246.0,1992,2238,602,601,0.1,48.04,2004,2006,1407,1359,No,Hesperapis,EMEC1326235,Hesperapis fuchsi,fuchsi,EMEC1326235 Hesperapis fuchsi.jpg,
75817575,252.02,1983,2235,615,618,0.01,6.4,1950,1955,1428,1424,Yes,Hesperapis,EMEC1326236,Hesperapis fuchsi,fuchsi,EMEC1326236 Hesperapis fuchsi.jpg,
75817576,246.0,1935,2181,624,625,0.02,8.06,1981,1985,1476,1469,Yes,Hesperapis,EMEC1326237,Hesperapis fuchsi,fuchsi,EMEC1326237 Hesperapis fuchsi.jpg,
75817577,149.0,2038,2187,601,601,0.08,24.52,2035,2040,1403,1427,Yes,Hesperapis,EMEC1326238,Hesperapis fuchsi,fuchsi,EMEC1326238 Hesperapis fuchsi.jpg,
75817578,255.02,1988,2243,595,592,0.13,66.03,2021,2019,1381,1447,Yes,Hesperapis,EMEC1326239,Hesperapis fuchsi,fuchsi,EMEC1326239 Hesperapis fuchsi.jpg,
75817579,243.01,2086,2329,572,570,0.27,129.03,1999,2104,1460,1385,No,Hesperapis,EMEC1326240,Hesperapis fuchsi,fuchsi,EMEC1326240 Hesperapis fuchsi.jpg,
75817580,249.0,1981,2230,616,617,0.08,41.0,2020,2020,1452,1411,Yes,Hesperapis,EMEC1326241,Hesperapis fuchsi,fuchsi,EMEC1326241 Hesperapis fuchsi.jpg,
75817581,209.89,2031,2233,783,726,0.21,88.32,1974,2059,1471,1447,Yes,Hesperapis,EMEC1326242,Hesperapis fuchsi,fuchsi,EMEC1326242 Hesperapis fuchsi.jpg,
75817582,250.0,1986,2236,601,602,0.02,11.05,2020,2019,1426,1437,Yes,Hesperapis,EMEC1326243,Hesperapis fuchsi,fuchsi,EMEC1326243 Hesperapis fuchsi.jpg,
75817583,150.0,2035,2185,617,617,0.14,43.0,2026,2026,1435,1392,Yes,Hesperapis,EMEC1326244,Hesperapis fuchsi,fuchsi,EMEC1326244 Hesperapis fuchsi.jpg,
75817584,251.0,1986,2237,612,613,0.03,13.04,1986,1979,1423,1412,No,Hesperapis,EMEC1326245,Hesperapis fuchsi,fuchsi,EMEC1326245 Hesperapis fuchsi.jpg,
75817585,250.01,1989,2239,613,611,0.13,66.01,2021,2020,1349,1415,Yes,Hesperapis,EMEC1326246,Hesperapis fuchsi,fuchsi,EMEC1326246 Hesperapis fuchsi.jpg,
75817586,250.0,1983,2233,612,613,0.06,32.14,2008,2040,1450,1453,No,Hesperapis,EMEC1326247,Hesperapis fuchsi,fuchsi,EMEC1326247 Hesperapis fuchsi.jpg,
75817587,247.0,1984,2231,610,611,0.03,13.34,2050,2047,1423,1410,Yes,Hesperapis,EMEC1326248,Hesperapis fuchsi,fuchsi,EMEC1326248 Hesperapis fuchsi.jpg,
75817588,249.0,1985,2234,613,613,0.03,15.52,1979,1975,1673,1688,Yes,Hesperapis,EMEC1326249,Hesperapis fuchsi,fuchsi,EMEC1326249 Hesperapis fuchsi.jpg,
75817589,248.0,1982,2230,613,613,0.03,13.34,2055,2058,1411,1398,Yes,Hesperapis,EMEC1326250,Hesperapis fuchsi,fuchsi,EMEC1326250 Hesperapis fuchsi.jpg,
75817590,242.01,1986,2228,628,630,0.04,17.26,2037,2034,1439,1422,Yes,Hesperapis,EMEC1326251,Hesperapis fuchsi,fuchsi,EMEC1326251 Hesperapis fuchsi.jpg,
75817591,243.0,1988,2231,598,599,0.04,19.24,2030,2027,1409,1390,Yes,Hesperapis,EMEC1326252,Hesperapis fuchsi,fuchsi,EMEC1326252 Hesperapis fuchsi.jpg,
75817592,272.0,1949,2221,755,754,0.0,2.0,2008,2008,1388,1386,Yes,Hesperapis,EMEC1326253,Hesperapis fuchsi,fuchsi,EMEC1326253 Hesperapis fuchsi.jpg,
75817593,153.0,2045,2198,597,597,0.06,17.0,1997,1997,1465,1448,Yes,Hesperapis,EMEC1326254,Hesperapis fuchsi,fuchsi,EMEC1326254 Hesperapis fuchsi.jpg,
75817594,285.0,1976,2261,799,798,0.11,65.01,2082,2081,1387,1452,Yes,Hesperapis,EMEC1326255,Hesperapis fuchsi,fuchsi,EMEC1326255 Hesperapis fuchsi.jpg,
75817595,150.01,2054,2204,626,628,0.15,44.05,2010,2012,1433,1389,No,Hesperapis,EMEC1326256,Hesperapis fuchsi,fuchsi,EMEC1326256 Hesperapis fuchsi.jpg,
75817596,246.01,2007,2253,611,613,0.12,57.22,1985,1990,1453,1396,Yes,Hesperapis,EMEC1326257,Hesperapis fuchsi,fuchsi,EMEC1326257 Hesperapis fuchsi.jpg,
